Instance, D-Wave p(s), Classical SA p(s)
Benchmarking--108q--15us--02-Aug-2012-17-46-31.txt, 0.008063, 0.73
Benchmarking--108q--15us--02-Aug-2012-17-46-39.txt, 0.839150, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-46-48.txt, 0.416531, 0.99
Benchmarking--108q--15us--02-Aug-2012-17-46-56.txt, 0.694794, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-47-05.txt, 0.861063, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-47-14.txt, 0.869893, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-47-22.txt, 0.884293, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-47-31.txt, 0.336603, 0.98
Benchmarking--108q--15us--02-Aug-2012-17-47-40.txt, 0.937575, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-47-48.txt, 0.977138, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-47-57.txt, 0.022587, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-48-06.txt, 0.073605, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-48-14.txt, 0.478520, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-48-23.txt, 0.948871, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-48-32.txt, 0.917854, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-48-40.txt, 0.969760, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-48-49.txt, 0.270612, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-48-58.txt, 0.931366, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-49-06.txt, 0.767866, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-49-15.txt, 0.521186, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-49-24.txt, 0.928373, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-49-32.txt, 0.742082, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-49-41.txt, 0.487726, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-49-50.txt, 0.992428, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-49-58.txt, 0.594550, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-50-07.txt, 0.270532, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-50-15.txt, 0.015621, 0.64
Benchmarking--108q--15us--02-Aug-2012-17-50-24.txt, 0.826657, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-50-33.txt, 0.906690, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-50-41.txt, 0.856780, 0.92
Benchmarking--108q--15us--02-Aug-2012-17-50-50.txt, 0.325878, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-50-59.txt, 0.615742, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-51-07.txt, 0.766301, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-51-16.txt, 0.313096, 0.72
Benchmarking--108q--15us--02-Aug-2012-17-51-24.txt, 0.716759, 0.94
Benchmarking--108q--15us--02-Aug-2012-17-51-33.txt, 0.148673, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-51-42.txt, 0.583631, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-51-50.txt, 0.952911, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-51-59.txt, 0.481428, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-52-08.txt, 0.835065, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-52-16.txt, 0.381342, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-52-25.txt, 0.953788, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-52-34.txt, 0.975356, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-52-42.txt, 0.193851, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-52-51.txt, 0.982005, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-53-00.txt, 0.970491, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-53-08.txt, 0.907170, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-53-17.txt, 0.950115, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-53-25.txt, 0.942201, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-53-34.txt, 0.914035, 0.97
Benchmarking--108q--15us--02-Aug-2012-17-53-43.txt, 0.646950, 0.89
Benchmarking--108q--15us--02-Aug-2012-17-53-51.txt, 0.918464, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-54-00.txt, 0.667127, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-54-09.txt, 0.911321, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-54-17.txt, 0.902023, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-54-26.txt, 0.830736, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-54-35.txt, 0.867993, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-54-43.txt, 0.952536, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-54-52.txt, 0.956570, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-55-00.txt, 0.937676, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-55-09.txt, 0.638539, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-55-18.txt, 0.304337, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-55-26.txt, 0.469211, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-55-35.txt, 0.986979, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-55-44.txt, 0.887275, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-55-52.txt, 0.844391, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-56-01.txt, 0.081920, 0.91
Benchmarking--108q--15us--02-Aug-2012-17-56-09.txt, 0.887740, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-56-18.txt, 0.976841, 0.99
Benchmarking--108q--15us--02-Aug-2012-17-56-27.txt, 0.739359, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-56-35.txt, 0.365350, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-56-44.txt, 0.629849, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-56-53.txt, 0.018502, 0.83
Benchmarking--108q--15us--02-Aug-2012-17-57-01.txt, 0.711930, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-57-10.txt, 0.711984, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-57-18.txt, 0.002188, 0.98
Benchmarking--108q--15us--02-Aug-2012-17-57-27.txt, 0.965895, 0.91
Benchmarking--108q--15us--02-Aug-2012-17-57-36.txt, 0.105600, 0.93
Benchmarking--108q--15us--02-Aug-2012-17-57-44.txt, 0.662285, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-57-53.txt, 0.439804, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-58-02.txt, 0.977284, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-58-10.txt, 0.840367, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-58-19.txt, 0.835355, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-58-31.txt, 0.961544, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-58-39.txt, 0.947466, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-58-48.txt, 0.662164, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-58-57.txt, 0.016113, 0.84
Benchmarking--108q--15us--02-Aug-2012-17-59-05.txt, 0.480575, 0.99
Benchmarking--108q--15us--02-Aug-2012-17-59-14.txt, 0.420720, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-59-23.txt, 0.000070, 0.74
Benchmarking--108q--15us--02-Aug-2012-17-59-31.txt, 0.945554, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-59-40.txt, 0.821556, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-59-49.txt, 0.932688, 1.00
Benchmarking--108q--15us--02-Aug-2012-17-59-57.txt, 0.678327, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-00-06.txt, 0.686188, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-00-14.txt, 0.986401, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-00-23.txt, 0.771507, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-00-32.txt, 0.287812, 0.99
Benchmarking--108q--15us--02-Aug-2012-18-00-40.txt, 0.979927, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-00-49.txt, 0.000281, 0.44
Benchmarking--108q--15us--02-Aug-2012-18-00-57.txt, 0.879521, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-01-06.txt, 0.990631, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-01-15.txt, 0.928291, 0.93
Benchmarking--108q--15us--02-Aug-2012-18-01-23.txt, 0.895828, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-01-32.txt, 0.903260, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-01-41.txt, 0.017707, 0.88
Benchmarking--108q--15us--02-Aug-2012-18-01-49.txt, 0.825176, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-01-58.txt, 0.658456, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-02-07.txt, 0.050081, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-02-15.txt, 0.939953, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-02-24.txt, 0.260838, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-02-33.txt, 0.436030, 0.98
Benchmarking--108q--15us--02-Aug-2012-18-02-41.txt, 0.977212, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-02-50.txt, 0.769676, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-02-58.txt, 0.444649, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-03-07.txt, 0.844517, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-03-16.txt, 0.888214, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-03-24.txt, 0.414380, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-03-33.txt, 0.627239, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-03-42.txt, 0.960841, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-03-50.txt, 0.956763, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-03-59.txt, 0.647551, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-04-08.txt, 0.068241, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-04-16.txt, 0.971349, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-04-25.txt, 0.222550, 0.83
Benchmarking--108q--15us--02-Aug-2012-18-04-34.txt, 0.282556, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-04-42.txt, 0.991549, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-04-51.txt, 0.766756, 0.99
Benchmarking--108q--15us--02-Aug-2012-18-05-00.txt, 0.936489, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-05-07.txt, 0.879922, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-05-16.txt, 0.159013, 0.49
Benchmarking--108q--15us--02-Aug-2012-18-05-25.txt, 0.088043, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-05-33.txt, 0.484713, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-05-42.txt, 0.945734, 0.91
Benchmarking--108q--15us--02-Aug-2012-18-05-51.txt, 0.864216, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-05-59.txt, 0.771891, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-06-08.txt, 0.277992, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-06-17.txt, 0.404249, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-06-25.txt, 0.957776, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-06-34.txt, 0.977848, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-06-42.txt, 0.967704, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-06-51.txt, 0.891076, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-07-00.txt, 0.613875, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-07-08.txt, 0.987651, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-07-17.txt, 0.925919, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-07-26.txt, 0.947600, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-07-35.txt, 0.688789, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-07-44.txt, 0.963289, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-07-52.txt, 0.975901, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-08-01.txt, 0.145097, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-08-10.txt, 0.355161, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-08-19.txt, 0.918186, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-08-28.txt, 0.353416, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-08-39.txt, 0.559343, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-08-48.txt, 0.571891, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-08-56.txt, 0.971814, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-09-05.txt, 0.095738, 0.99
Benchmarking--108q--15us--02-Aug-2012-18-09-14.txt, 0.978142, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-09-22.txt, 0.973220, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-09-31.txt, 0.940643, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-09-40.txt, 0.840757, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-09-48.txt, 0.959670, 0.90
Benchmarking--108q--15us--02-Aug-2012-18-09-57.txt, 0.913783, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-10-06.txt, 0.045727, 0.71
Benchmarking--108q--15us--02-Aug-2012-18-10-14.txt, 0.991644, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-10-23.txt, 0.948949, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-10-32.txt, 0.409085, 0.99
Benchmarking--108q--15us--02-Aug-2012-18-10-40.txt, 0.624978, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-10-49.txt, 0.952802, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-10-57.txt, 0.891569, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-11-06.txt, 0.083531, 0.99
Benchmarking--108q--15us--02-Aug-2012-18-11-15.txt, 0.888061, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-11-23.txt, 0.977335, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-11-32.txt, 0.895041, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-11-41.txt, 0.480666, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-11-49.txt, 0.937429, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-11-58.txt, 0.235862, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-12-07.txt, 0.593237, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-12-15.txt, 0.927385, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-12-24.txt, 0.809489, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-12-33.txt, 0.951593, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-12-41.txt, 0.678307, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-12-50.txt, 0.982770, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-12-59.txt, 0.123681, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-13-07.txt, 0.615558, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-13-16.txt, 0.209431, 0.97
Benchmarking--108q--15us--02-Aug-2012-18-13-25.txt, 0.476997, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-13-33.txt, 0.030749, 0.98
Benchmarking--108q--15us--02-Aug-2012-18-13-42.txt, 0.315583, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-13-51.txt, 0.713743, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-13-59.txt, 0.911390, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-14-08.txt, 0.089476, 0.98
Benchmarking--108q--15us--02-Aug-2012-18-14-17.txt, 0.403017, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-14-26.txt, 0.962116, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-14-34.txt, 0.209946, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-14-43.txt, 0.972898, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-14-52.txt, 0.970097, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-15-00.txt, 0.222440, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-15-09.txt, 0.960666, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-15-17.txt, 0.663568, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-15-26.txt, 0.970768, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-15-35.txt, 0.710912, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-15-43.txt, 0.938913, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-15-52.txt, 0.098374, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-16-01.txt, 0.859358, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-16-09.txt, 0.981811, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-16-18.txt, 0.679033, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-16-26.txt, 0.957100, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-16-35.txt, 0.717808, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-16-44.txt, 0.957050, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-16-52.txt, 0.991284, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-17-01.txt, 0.976613, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-17-10.txt, 0.505706, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-17-18.txt, 0.461494, 0.93
Benchmarking--108q--15us--02-Aug-2012-18-17-27.txt, 0.908768, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-17-36.txt, 0.987513, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-17-44.txt, 0.965625, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-17-53.txt, 0.831917, 0.65
Benchmarking--108q--15us--02-Aug-2012-18-18-02.txt, 0.508854, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-18-10.txt, 0.430873, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-18-19.txt, 0.958699, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-18-28.txt, 0.400606, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-18-36.txt, 0.987013, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-18-45.txt, 0.130197, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-18-53.txt, 0.609771, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-19-02.txt, 0.440381, 0.88
Benchmarking--108q--15us--02-Aug-2012-18-19-11.txt, 0.481619, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-19-19.txt, 0.476556, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-19-28.txt, 0.958362, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-19-37.txt, 0.044789, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-19-45.txt, 0.984127, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-19-54.txt, 0.065252, 0.68
Benchmarking--108q--15us--02-Aug-2012-18-20-03.txt, 0.023148, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-20-11.txt, 0.153199, 0.99
Benchmarking--108q--15us--02-Aug-2012-18-20-20.txt, 0.950428, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-20-29.txt, 0.958979, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-20-37.txt, 0.215673, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-20-46.txt, 0.223039, 0.97
Benchmarking--108q--15us--02-Aug-2012-18-20-54.txt, 0.956830, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-21-03.txt, 0.013421, 0.97
Benchmarking--108q--15us--02-Aug-2012-18-21-12.txt, 0.414568, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-21-21.txt, 0.062149, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-21-29.txt, 0.862471, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-21-38.txt, 0.968517, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-21-46.txt, 0.868628, 0.92
Benchmarking--108q--15us--02-Aug-2012-18-21-55.txt, 0.013852, 0.98
Benchmarking--108q--15us--02-Aug-2012-18-22-04.txt, 0.872009, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-22-12.txt, 0.096057, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-22-21.txt, 0.179292, 0.71
Benchmarking--108q--15us--02-Aug-2012-18-22-30.txt, 0.235442, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-22-38.txt, 0.965365, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-22-47.txt, 0.981766, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-22-56.txt, 0.937390, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-23-04.txt, 0.020938, 0.76
Benchmarking--108q--15us--02-Aug-2012-18-23-13.txt, 0.891193, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-23-22.txt, 0.918818, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-23-30.txt, 0.963705, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-23-39.txt, 0.973124, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-23-47.txt, 0.773460, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-23-59.txt, 0.967223, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-24-08.txt, 0.925676, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-24-16.txt, 0.083487, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-24-25.txt, 0.156841, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-24-34.txt, 0.961557, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-24-42.txt, 0.974191, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-24-51.txt, 0.975688, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-24-59.txt, 0.140939, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-25-08.txt, 0.767702, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-25-17.txt, 0.569582, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-25-25.txt, 0.857453, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-25-34.txt, 0.927463, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-25-43.txt, 0.809416, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-25-51.txt, 0.875582, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-26-00.txt, 0.952416, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-26-09.txt, 0.008872, 0.59
Benchmarking--108q--15us--02-Aug-2012-18-26-17.txt, 0.933914, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-26-26.txt, 0.964860, 0.93
Benchmarking--108q--15us--02-Aug-2012-18-26-34.txt, 0.871777, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-26-43.txt, 0.941819, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-26-52.txt, 0.406984, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-27-00.txt, 0.639655, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-27-09.txt, 0.965766, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-27-18.txt, 0.965411, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-27-26.txt, 0.017908, 0.99
Benchmarking--108q--15us--02-Aug-2012-18-27-35.txt, 0.296872, 0.98
Benchmarking--108q--15us--02-Aug-2012-18-27-44.txt, 0.919340, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-27-52.txt, 0.992201, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-28-01.txt, 0.014227, 0.78
Benchmarking--108q--15us--02-Aug-2012-18-28-10.txt, 0.922432, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-28-18.txt, 0.784400, 0.98
Benchmarking--108q--15us--02-Aug-2012-18-28-27.txt, 0.121505, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-28-35.txt, 0.441249, 0.97
Benchmarking--108q--15us--02-Aug-2012-18-28-44.txt, 0.739364, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-28-53.txt, 0.612419, 0.95
Benchmarking--108q--15us--02-Aug-2012-18-29-01.txt, 0.499522, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-29-10.txt, 0.890704, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-29-19.txt, 0.901190, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-29-27.txt, 0.900452, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-29-36.txt, 0.054709, 0.73
Benchmarking--108q--15us--02-Aug-2012-18-29-45.txt, 0.385567, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-29-53.txt, 0.643884, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-30-02.txt, 0.893126, 0.99
Benchmarking--108q--15us--02-Aug-2012-18-30-11.txt, 0.886786, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-30-19.txt, 0.349470, 0.90
Benchmarking--108q--15us--02-Aug-2012-18-30-28.txt, 0.930960, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-30-37.txt, 0.024398, 0.99
Benchmarking--108q--15us--02-Aug-2012-18-30-45.txt, 0.974571, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-30-54.txt, 0.316657, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-31-03.txt, 0.062416, 0.95
Benchmarking--108q--15us--02-Aug-2012-18-31-11.txt, 0.788106, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-31-20.txt, 0.778818, 0.98
Benchmarking--108q--15us--02-Aug-2012-18-31-28.txt, 0.322275, 0.74
Benchmarking--108q--15us--02-Aug-2012-18-31-37.txt, 0.197433, 0.87
Benchmarking--108q--15us--02-Aug-2012-18-31-46.txt, 0.963368, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-31-54.txt, 0.650427, 0.99
Benchmarking--108q--15us--02-Aug-2012-18-32-03.txt, 0.907181, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-32-12.txt, 0.966549, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-32-20.txt, 0.974029, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-32-29.txt, 0.731431, 0.97
Benchmarking--108q--15us--02-Aug-2012-18-32-37.txt, 0.588475, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-32-46.txt, 0.970459, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-32-55.txt, 0.085289, 0.74
Benchmarking--108q--15us--02-Aug-2012-18-33-03.txt, 0.804686, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-33-12.txt, 0.783247, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-33-21.txt, 0.762981, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-33-29.txt, 0.904454, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-33-38.txt, 0.986662, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-33-47.txt, 0.043235, 0.89
Benchmarking--108q--15us--02-Aug-2012-18-33-55.txt, 0.944071, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-34-04.txt, 0.810130, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-34-13.txt, 0.140028, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-34-22.txt, 0.753285, 1.00
